,Strategy Return,Index,Ahrom,Firoza,Kahroba
2024-06-14,1.1195040220134782,0.9532977360033855,0.9165494608532583,1.1289052829628163,1.3202383752842464
2024-06-21,1.1419442388029934,0.9387207419087947,0.9278012189404594,1.1346734663563898,1.3290990355210535
2024-06-28,1.143914725635278,0.9576197965427279,0.9732770745428972,1.1404168935980592,1.3797537834235076
2024-07-05,1.1498827183642826,0.9647563011200687,0.9559306141584621,1.1462098331435364,1.3816356935622984
2024-07-12,1.187852427997157,1.014664207782593,0.9442100328176277,1.1520027726890134,1.331020152121069
2024-07-19,1.185659195278637,1.011604931637833,0.9278012189404594,1.1578699806902017,1.3546224417784043
2024-07-26,1.1474108785542816,0.9990378020129872,0.8879512423816222,1.163712432539486,1.361248333725397
2024-08-02,1.0923683562322704,0.949923039316656,0.7923112986404126,1.1696539089963855,1.4254685172116355
2024-08-09,1.0967844545819758,0.9197227624281227,0.720112517580872,1.1743080655542903,1.4491492197914204
2024-08-16,1.051390009448966,0.9176581540320485,0.7341772151898734,1.1821557657077786,1.399553046342036
2024-08-23,1.0793335480444737,0.9356108551878479,0.7744960150023441,1.1937911571025401,1.416490237591154
2024-08-30,1.1344881195490084,0.9535423384795838,0.7951242381622129,1.19596969847007,1.4302517054810622
2024-09-06,1.1717405626019834,0.9687167394480737,0.8026254102203471,1.2006733673317822,1.4477377871873274
2024-09-13,1.1948393615877355,0.9573727140564445,0.7894983591186124,1.2083230182700404,1.441621579236257
2024-09-20,1.246985702809083,0.9630726498287759,0.7984060009376467,1.2179779175125023,1.4748686583548956
2024-09-27,1.2715148662579563,0.9897184752255029,0.8209095171120491,1.2222112194880432,1.5363051830941727
2024-10-04,1.2262134670010725,0.9713005425481323,0.7941865916549464,1.2283012328563652,1.6207559005724133
2024-10-11,1.1886339132199553,0.964310266713603,0.7815283638068451,1.2350349061741848,1.6223633654826304
2024-10-18,1.1784394134861187,0.9487273070466041,0.7491795593061419,1.2418180917958117,1.6807417862463723
2024-10-25,1.241586064880304,0.9051586276450856,0.6732301922175343,1.2486260335693424,1.8276876029169595
2024-11-01,1.2171040707734464,0.9443433840334653,0.746835443037975,1.255458731494777,1.8107896181290664
2024-11-08,1.2253334544857453,0.9267323272299824,0.7215189873417724,1.2623409417240188,1.822826001725083
2024-11-15,1.3540355562452926,0.9860195861092796,0.7960618846694799,1.2692726642570682,1.7184191954834145
2024-11-22,1.5579884282061198,1.036834257940797,0.8560712611345527,1.2762291429420214,1.75750803732455
2024-11-29,1.7399291139262276,1.1142390467943457,0.9765588373183315,1.2842253800069319,1.755273269034736
2024-12-06,1.9011836058968423,1.148961392442996,1.064697609001407,1.2912808832995002,1.8211401238924163
2024-12-13,2.0266384396549633,1.168022749959183,1.1570557899671832,1.298361142743972,1.930879008860659
2024-12-20,2.1576119415494697,1.231044582544265,1.2334739803094241,1.3054661583403477,1.9532658982200255
2024-12-27,2.2013242979822407,1.3083893918946379,1.3131739334270989,1.312620686240531,1.9407198306280864
2025-01-03,2.1095557451864777,1.2805166044712282,1.2372245663384913,1.3224241223944153,1.9693405473221974
2025-01-10,2.271735645926191,1.3523571692154508,1.3713080168776384,1.32707827895232,1.9963145926448669
2025-01-17,2.222988551006777,1.3163444835046028,1.2597280825128938,1.3343318314601182,2.036697247706421
2025-01-24,2.188602086714358,1.2925111273230285,1.2344116268166911,1.3426746546516815,2.1356543558378407
2025-01-31,2.1848795840568536,1.2865902410225354,1.2236286919831234,1.3507699163242073,2.136908962597035
2025-02-07,2.0953194935533537,1.2877842740264178,1.2203469292076898,1.3574293211863155,2.316905826080137
2025-02-14,2.15566351170424,1.2787409172501003,1.2039381153305215,1.3632470168836965,2.4453853995138384
2025-02-21,2.389654666567271,1.254806248063927,1.1448663853727155,1.3723572807842759,2.733474476593741
2025-02-28,2.383904877743761,1.3061240863860992,1.260196905766527,1.3798831509630154,2.673449384458557
2025-03-07,2.3392317316795577,1.2813249959068351,1.2273792780121904,1.387854631876022,2.4821218536814853
2025-03-14,2.303973107913178,1.2375528638260906,1.1265822784810136,1.396024162004259,2.6346741943072205
2025-03-21,2.55116356584324,1.244638114861667,1.128457571495547,1.4101351685893955,3.021759585979768
2025-03-28,2.688278309148272,1.2704496464952288,1.1504922644163158,1.4111254146655454,3.187367678193365
2025-04-04,2.746817067391123,1.2908483724130106,1.1940928270042201,1.4193444570975897,3.238414490708067
2025-04-11,2.714460001523561,1.299956347229886,1.2194092827004226,1.4275387433777305,2.83062808750882
2025-04-18,2.999492233406421,1.3625839500636192,1.3502109704641359,1.4377630341139784,2.5014898455265415
2025-04-25,3.4431545640645167,1.4405798539136283,1.540084388185655,1.4463039065207715,2.2406884654591064
2025-05-02,3.652207372471283,1.4598299218268673,1.5114861697140187,1.4548447789275647,2.41825452834627
2025-05-09,3.5910653264991366,1.4556300706733987,1.443037974683545,1.4640788235876627,2.4836901121304775
2025-05-16,3.608379998323547,1.4866021818118358,1.4669479606188476,1.472099816804477,2.4692229279385227
2025-05-23,3.4806385794325188,1.4274382345451169,1.3633380215658706,1.4810615437936339,2.4884340939386798
2025-05-30,3.4997342543148933,1.4372132861488451,1.3333333333333341,1.4905431499727693,2.4739277032855003
2025-06-06,3.5077589901234556,1.4246073948848874,1.2662916080637607,1.4984898747338724,2.5068611307143405
